"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"QYY4W8YU","bookSection","2004","Zhaohui Wu; Xuezhong Zhou; Baoyan Liu; Junli Chen","Text Mining for Finding Functional Community of Related Genes Using TCM Knowledge","Knowledge Discovery in Databases: PKDD 2004","978-3-540-23108-0 978-3-540-30116-5","","","http://link.springer.com/10.1007/978-3-540-30116-5_42","","2004","2022-09-19 01:00:13","2023-11-23 09:23:55","2022-09-19 01:00:13","459-470","","","3202","","","","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","Series Title: Lecture Notes in Computer Science DOI: 10.1007/978-3-540-30116-5_42","","C:\Users\BlackCat\Zotero\storage\GEBYIEZZ\Wu 等。 - 2004 - Text Mining for Finding Functional Community of Re.pdf","","","","Jean-François Boulicaut; Floriana Esposito; Fosca Giannotti; Dino Pedreschi","David Hutchison; Takeo Kanade; Josef Kittler; Jon M. Kleinberg; Friedemann Mattern; John C. Mitchell; Moni Naor; Oscar Nierstrasz; C. Pandu Rangan; Bernhard Steffen; Madhu Sudan; Demetri Terzopoulos; Dough Tygar; Moshe Y. Vardi; Gerhard Weikum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DHYPLC3K","journalArticle","2005","M. Scherf; A. Epple; T. Werner","The next generation of literature analysis: Integration of genomic analysis into text mining","Briefings in Bioinformatics","","1467-5463, 1477-4054","10.1093/bib/6.3.287","https://academic.oup.com/bib/article-lookup/doi/10.1093/bib/6.3.287","","2005-01-01","2022-09-19 01:00:13","2024-03-26 15:15:49","2022-09-19 01:00:13","287-297","","3","6","","Briefings in Bioinformatics","The next generation of literature analysis","","","","","","","en","","","","","DOI.org (Crossref)","","73 citations (Crossref) [2024-03-26] 108 citations (Semantic Scholar/DOI) [2022-10-26] titleTranslation: 下一代文獻分析：將基因組分析整合到文本挖掘中","","C:\Users\BlackCat\Zotero\storage\277JE6WL\Scherf 等。 - 2005 - The next generation of literature analysis Integr.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7QWNQYUF","journalArticle","2006","Marc A van Driel; Jorn Bruggeman; Gert Vriend; Han G Brunner; Jack A M Leunissen","A text-mining analysis of the human phenome","European Journal of Human Genetics","","1018-4813, 1476-5438","10.1038/sj.ejhg.5201585","http://www.nature.com/articles/5201585","","2006-05","2022-09-19 01:00:13","2024-03-26 15:15:49","2022-09-19 01:00:13","535-542","","5","14","","Eur J Hum Genet","","","","","","","","en","","","","","DOI.org (Crossref)","","505 citations (Crossref) [2024-03-26] 593 citations (Semantic Scholar/DOI) [2022-10-26] titleTranslation: 人類現象的文本挖掘分析","","C:\Users\BlackCat\Zotero\storage\5QAYMW9U\van Driel 等。 - 2006 - A text-mining analysis of the human phenome.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SV6BAL5H","conferencePaper","1999","Marti A. Hearst","Untangling text data mining","Proceedings of the 37th annual meeting of the Association for Computational Linguistics on Computational Linguistics  -","","","10.3115/1034678.1034679","http://portal.acm.org/citation.cfm?doid=1034678.1034679","","1999","2022-09-19 01:00:13","2024-03-26 15:15:48","2022-09-19 01:00:13","3-10","","","","","","","","","","","Association for Computational Linguistics","College Park, Maryland","en","","","","","DOI.org (Crossref)","","355 citations (Crossref) [2024-03-26] 922 citations (Semantic Scholar/DOI) [2022-10-26] titleTranslation: 理清文本數據挖掘","","C:\Users\BlackCat\Zotero\storage\CSPDFR6R\Hearst - 1999 - Untangling text data mining.pdf","","数据挖掘; 知识挖掘; 数据分析与知识发现; 知識挖掘; 已概覽","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","the 37th annual meeting of the Association for Computational Linguistics","","","","","","","","","","","","","","",""
"NQJGUQMS","journalArticle","2010","Xuezhong Zhou; Shibo Chen; Baoyan Liu; Runsun Zhang; Yinghui Wang; Ping Li; Yufeng Guo; Hua Zhang; Zhuye Gao; Xiufeng Yan","Development of traditional Chinese medicine clinical data warehouse for medical knowledge discovery and decision support","Artificial Intelligence in Medicine","","09333657","10.1016/j.artmed.2009.07.012","https://linkinghub.elsevier.com/retrieve/pii/S0933365709001055","","2010-02","2022-09-19 01:00:13","2024-03-26 15:15:47","2022-09-19 01:00:13","139-152","","2-3","48","","Artificial Intelligence in Medicine","","","","","","","","en","","","","","DOI.org (Crossref)","","168 citations (Crossref) [2024-03-26] 193 citations (Semantic Scholar/DOI) [2022-10-26] titleTranslation: 用於醫學知識發現和決策支持的中醫臨床數據倉庫開發","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XEIBVDV7","journalArticle","2010","Xuezhong Zhou; Yonghong Peng; Baoyan Liu","Text mining for traditional Chinese medical knowledge discovery: A survey","Journal of Biomedical Informatics","","15320464","10.1016/j.jbi.2010.01.002","https://linkinghub.elsevier.com/retrieve/pii/S1532046410000031","","2010-08","2022-09-19 01:00:13","2024-03-26 15:15:46","2022-09-19 01:00:13","650-660","","4","43","","Journal of Biomedical Informatics","Text mining for traditional Chinese medical knowledge discovery","","","","","","","en","","","","","DOI.org (Crossref)","","93 citations (Crossref) [2024-03-26] 108 citations (Semantic Scholar/DOI) [2022-10-26] titleTranslation: 中醫知識發現的文本挖掘：一項調查","","C:\Users\BlackCat\Zotero\storage\H7LF8HU7\Zhou 等。 - 2010 - Text mining for traditional Chinese medical knowle.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N6XPRNJ7","journalArticle","2007","Z.Q. Zhang; S. Li; L.J. Wu; X.G. Zhang; Y.Y. Wang; Y.D. Li","Understanding ZHENG in traditional Chinese medicine in the context of neuro-endocrine-immune network","IET Systems Biology","","1751-8849, 1751-8857","10.1049/iet-syb:20060032","https://digital-library.theiet.org/content/journals/10.1049/iet-syb_20060032","","2007-01-01","2022-09-19 01:00:13","2024-03-26 15:15:45","2022-09-19 01:00:13","51-60","","1","1","","","","","","","","","","en","","","","","DOI.org (Crossref)","","286 citations (Crossref) [2024-03-26] 307 citations (Semantic Scholar/DOI) [2022-10-26] titleTranslation: 從神經內分泌免疫網絡的角度理解中醫“正”","","C:\Users\BlackCat\Zotero\storage\KPUGACKZ\Zhang 等。 - 2007 - Understanding ZHENG in traditional Chinese medicin.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8GQQEX4X","journalArticle","2005","A. M. Cohen","A survey of current work in biomedical text mining","Briefings in Bioinformatics","","1467-5463, 1477-4054","10.1093/bib/6.1.57","https://academic.oup.com/bib/article-lookup/doi/10.1093/bib/6.1.57","","2005-01-01","2022-09-19 01:00:13","2024-03-26 15:15:53","2022-09-19 01:00:13","57-71","","1","6","","Briefings in Bioinformatics","","","","","","","","en","","","","","DOI.org (Crossref)","","459 citations (Crossref) [2024-03-26] 824 citations (Semantic Scholar/DOI) [2022-10-26] titleTranslation: 生物醫學文本挖掘當前工作的調查","","C:\Users\BlackCat\Zotero\storage\G2WIRDHC\Cohen - 2005 - A survey of current work in biomedical text mining.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IKM6JXS4","bookSection","2005","Ke Deng; Delin Liu; Shan Gao; Zhi Geng","Structural Learning of Graphical Models and Its Applications to Traditional Chinese Medicine","Fuzzy Systems and Knowledge Discovery","978-3-540-28331-7 978-3-540-31828-6","","","http://link.springer.com/10.1007/11540007_45","","2005","2022-09-19 00:54:59","2023-11-23 09:23:58","2022-09-19 00:54:59","362-367","","","3614","","","","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","Series Title: Lecture Notes in Computer Science DOI: 10.1007/11540007_45","","","","","","Lipo Wang; Yaochu Jin","David Hutchison; Takeo Kanade; Josef Kittler; Jon M. Kleinberg; Friedemann Mattern; John C. Mitchell; Moni Naor; Oscar Nierstrasz; C. Pandu Rangan; Bernhard Steffen; Madhu Sudan; Demetri Terzopoulos; Dough Tygar; Moshe Y. Vardi; Gerhard Weikum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SLYQMWSZ","bookSection","2004","Chuan Li; Changjie Tang; Jing Peng; Jianjun Hu; Lingming Zeng; Xiaoxiong Yin; Yongguang Jiang; Juan Liu","TCMiner: A High Performance Data Mining System for Multi-dimensional Data Analysis of Traditional Chinese Medicine Prescriptions","Conceptual Modeling for Advanced Application Domains","978-3-540-23722-8 978-3-540-30466-1","","","http://link.springer.com/10.1007/978-3-540-30466-1_23","","2004","2022-09-19 00:54:59","2023-11-23 09:23:57","2022-09-19 00:54:59","246-257","","","3289","","","TCMiner","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","Series Title: Lecture Notes in Computer Science DOI: 10.1007/978-3-540-30466-1_23","","","","","","Shan Wang; Katsumi Tanaka; Shuigeng Zhou; Tok-Wang Ling; Jihong Guan; Dong-qing Yang; Fabio Grandi; Eleni E. Mangina; Il-Yeol Song; Heinrich C. Mayr","David Hutchison; Takeo Kanade; Josef Kittler; Jon M. Kleinberg; Friedemann Mattern; John C. Mitchell; Moni Naor; Oscar Nierstrasz; C. Pandu Rangan; Bernhard Steffen; Madhu Sudan; Demetri Terzopoulos; Dough Tygar; Moshe Y. Vardi; Gerhard Weikum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85W6PDZY","journalArticle","2006","Yi Feng; Zhaohui Wu; Xuezhong Zhou; Zhongmei Zhou; Weiyu Fan","Knowledge discovery in traditional Chinese medicine: State of the art and perspectives","Artificial Intelligence in Medicine","","09333657","10.1016/j.artmed.2006.07.005","https://linkinghub.elsevier.com/retrieve/pii/S0933365706001047","","2006-11","2022-09-19 00:54:59","2024-03-26 15:15:54","2022-09-19 00:54:59","219-236","","3","38","","Artificial Intelligence in Medicine","Knowledge discovery in traditional Chinese medicine","","","","","","","en","","","","","DOI.org (Crossref)","","153 citations (Crossref) [2024-03-26] 182 citations (Semantic Scholar/DOI) [2022-10-26] titleTranslation: 中醫知識發現：最新技術和前景","","C:\Users\BlackCat\Zotero\storage\VUH3XR9H\Feng 等。 - 2006 - Knowledge discovery in traditional Chinese medicin.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EBJRJFGW","bookSection","2003","Huajun Chen; Zhaohui Wu; Chang Huang; Jiefeng Xu","TCM-Grid: Weaving a Medical Grid for Traditional Chinese Medicine","Computational Science — ICCS 2003","978-3-540-40196-4 978-3-540-44863-1","","","http://link.springer.com/10.1007/3-540-44863-2_113","","2003","2022-09-19 00:50:48","2023-11-23 09:23:58","2022-09-19 00:50:48","1143-1152","","","2659","","","TCM-Grid","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","Series Title: Lecture Notes in Computer Science DOI: 10.1007/3-540-44863-2_113","","C:\Users\BlackCat\Zotero\storage\KPLFTVY6\Chen 等。 - 2003 - TCM-Grid Weaving a Medical Grid for Traditional C.pdf","","中醫知識圖譜","","Peter M. A. Sloot; David Abramson; Alexander V. Bogdanov; Yuriy E. Gorbachev; Jack J. Dongarra; Albert Y. Zomaya","G. Goos; J. Hartmanis; J. van Leeuwen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GJMB5KZH","bookSection","2017","Heng Weng; Ziqing Liu; Shixing Yan; Meiyu Fan; Aihua Ou; Dacan Chen; Tianyong Hao","A Framework for Automated Knowledge Graph Construction Towards Traditional Chinese Medicine","Health Information Science","978-3-319-69181-7 978-3-319-69182-4","","","http://link.springer.com/10.1007/978-3-319-69182-4_18","","2017","2022-09-19 00:51:31","2023-11-23 09:23:58","2022-09-19 00:51:31","170-181","","","10594","","","","","","","","Springer International Publishing","Cham","","","","","","DOI.org (Crossref)","","Series Title: Lecture Notes in Computer Science DOI: 10.1007/978-3-319-69182-4_18","","C:\Users\BlackCat\Zotero\storage\8RIBFBQS\Weng 等。 - 2017 - A Framework for Automated Knowledge Graph Construc.pdf","","中醫知識圖譜","","Siuly Siuly; Zhisheng Huang; Uwe Aickelin; Rui Zhou; Hua Wang; Yanchun Zhang; Stanislav Klimenko","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9Y7X67PT","conferencePaper","2008","Yao Liu; Xuefei Chen; Zhifang Sui; Huili Wang; Yang Zhou","On automatic construction of based-NLP Chinese medicine ontology concept&#x2019;s description architacture","2008 International Conference on Audio, Language and Image Processing","978-1-4244-1723-0","","10.1109/icalip.2008.4589992","http://ieeexplore.ieee.org/document/4589992/","","2008-07","2022-09-19 00:49:11","2024-03-26 15:15:55","2022-09-19 00:49:11","50-55","","","","","","","","","","","IEEE","Shanghai, China","","","","","","DOI.org (Crossref)","","3 citations (Crossref) [2024-03-26] 6 citations (Semantic Scholar/DOI) [2022-10-26]","","C:\Users\BlackCat\Zotero\storage\3LIKY3X9\Yao Liu 等。 - 2008 - On automatic construction of based-NLP Chinese med.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2008 International Conference on Audio, Language and Image Processing (ICALIP)","","","","","","","","","","","","","","",""
"KHH77KP5","journalArticle","2020","Yinghui Wang","A Novel Chinese Traditional Medicine Prescription Recommendation System based on Knowledge Graph","Journal of Physics: Conference Series","","1742-6588, 1742-6596","10.1088/1742-6596/1487/1/012019","https://iopscience.iop.org/article/10.1088/1742-6596/1487/1/012019","As the traditional Chinese medical approach, Chinese medicine plays an extremely important role in the field of medical treatment. With the development of computers, people tend to acquire medical knowledge from the Internet in daily life. Because of the complexity of online Chinese medicine knowledge, nowadays there is no good way to organize the existing knowledge to provide convenience for doctors and patients. This paper introduces the study on the recommendation system based on the Knowledge Graph (KG). Firstly, it conducts extraction of entities such as Traditional Chinese Medicine (TCM) diseases, prescription, Chinese herbal medicine, symptoms, etc. Secondly, it transforms KG into vector space using Node2vec. At last, based on the similarities between vectors the provided system recommends prescription by adopting the diagnostic process of Traditional Chinese Medicine. The result shows that the Hit Ratio (HR) of the recommend system is as high as 80%.","2020-03-01","2022-09-19 00:47:32","2024-03-26 15:15:56","2022-09-19 00:47:32","012019","","1","1487","","J. Phys.: Conf. Ser.","","","","","","","","en","","","","","DOI.org (Crossref)","","8 citations (Crossref) [2024-03-26] 5 citations (Semantic Scholar/DOI) [2022-10-26] titleTranslation: 一種基於知識圖譜的新型中藥處方推薦系統 abstractTranslation:  中醫藥作為中醫的傳統醫學手段，在醫療領域發揮著極其重要的作用。隨著計算機的發展，人們在日常生活中傾向於通過互聯網獲取醫學知識。由於在線中醫知識的複雜性，目前還沒有很好的方法來整理現有的知識來為醫生和患者提供方便。本文介紹了基於知識圖譜（KG）的推薦系統的研究。首先，對中醫疾病、方劑、中草藥、症狀等實體進行提取。其次，利用Node2vec將KG轉換到向量空間。最後，基於向量之間的相似性，所提供的系統採用中醫診斷過程來推薦處方。結果表明，推薦系統的命中率(HR)高達80%。","","C:\Users\BlackCat\Zotero\storage\BGC9TY8F\Wang - 2020 - A Novel Chinese Traditional Medicine Prescription .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56WK7IXL","conferencePaper","2008","Yao Liu; Xuefei Chen; Yang Zhou; Huilin Wang; Chengzhi Zhang; Zhenguo Wang","On Construction of Chinese Medicine Ontology Concept's Description Architecture","2008 3rd International Conference on Innovative Computing Information and Control","","","10.1109/icicic.2008.397","https://ieeexplore.ieee.org/document/4603259/","","2008-06","2022-09-19 00:44:56","2024-03-26 15:15:56","2022-09-19 00:44:56","70-70","","","","","","","","","","","IEEE","Dalian, Liaoning","","","","","","DOI.org (Crossref)","","1 citations (Crossref) [2024-03-26] 3 citations (Semantic Scholar/DOI) [2022-10-26]","","C:\Users\BlackCat\Zotero\storage\H5TE4G2D\Liu 等。 - 2008 - On Construction of Chinese Medicine Ontology Conce.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2008 3rd International Conference on Innovative Computing Information and Control (ICICIC)","","","","","","","","","","","","","","",""
"W35ZW3RH","conferencePaper","2020","Gui-Min Jie; Zhen-Guo Wang; Zhen-Lei Yu","Design and Application of Multidimensional Analysis System for Medical Literature Retrieval:","Proceedings of the 2020 9th International Conference on Applied Science, Engineering and Technology (ICASET 2020)","978-94-6239-287-8","","10.2991/aer.k.201203.020","https://www.atlantis-press.com/article/125947516","","2020","2022-09-19 00:43:22","2024-03-26 15:15:57","2022-09-19 00:43:22","","","","","","","Design and Application of Multidimensional Analysis System for Medical Literature Retrieval","","","","","Atlantis Press","Qingdao, China","en","","","","","DOI.org (Crossref)","","0 citations (Crossref) [2024-03-26] 0 citations (Semantic Scholar/DOI) [2022-10-26] titleTranslation: 醫學文獻檢索多維分析系統的設計與應用：","","C:\Users\BlackCat\Zotero\storage\E8DQ8LPX\Jie 等。 - 2020 - Design and Application of Multidimensional Analysi.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020 9th International Conference on Applied Science, Engineering and Technology (ICASET 2020)","","","","","","","","","","","","","","",""
"X6DBLA2A","journalArticle","2021","Lu Zhou; Shuangqiao Liu; Caiyan Li; Yuemeng Sun; Yizhuo Zhang; Yuda Li; Huimin Yuan; Yan Sun; Fengqin Xu; Yuhang Li","Natural Language Processing Algorithms for Normalizing Expressions of Synonymous Symptoms in Traditional Chinese Medicine","Evidence-Based Complementary and Alternative Medicine","","1741-4288, 1741-427X","10.1155/2021/6676607","https://www.hindawi.com/journals/ecam/2021/6676607/","Background. The modernization of traditional Chinese medicine (TCM) demands systematic data mining using medical records. However, this process is hindered by the fact that many TCM symptoms have the same meaning but different literal expressions (i.e., TCM synonymous symptoms). This problem can be solved by using natural language processing algorithms to construct a high-quality TCM symptom normalization model for normalizing TCM synonymous symptoms to unified literal expressions. Methods. Four types of TCM symptom normalization models, based on natural language processing, were constructed to find a high-quality one: (1) a text sequence generation model based on a bidirectional long short-term memory (Bi-LSTM) neural network with an encoder-decoder structure; (2) a text classification model based on a Bi-LSTM neural network and sigmoid function; (3) a text sequence generation model based on bidirectional encoder representation from transformers (BERT) with sequence-to-sequence training method of unified language model (BERT-UniLM); (4) a text classification model based on BERT and sigmoid function (BERT-Classification). The performance of the models was compared using four metrics: accuracy, recall, precision, and F1-score. Results. The BERT-Classification model outperformed the models based on Bi-LSTM and BERT-UniLM with respect to the four metrics. Conclusions. The BERT-Classification model has superior performance in normalizing expressions of TCM synonymous symptoms.","2021-10-11","2022-09-19 00:41:30","2024-03-26 15:15:58","2022-09-19 00:41:29","1-12","","","2021","","Evidence-Based Complementary and Alternative Medicine","","","","","","","","en","","","","","DOI.org (Crossref)","","2 citations (Crossref) [2024-03-26] 1 citations (Semantic Scholar/DOI) [2022-10-26] titleTranslation: 中醫同義症狀表達規範化的自然語言處理算法 abstractTranslation:  背景。中醫現代化需要利用病歷進行系統的數據挖掘。然而，這一過程受到許多中醫症狀具有相同含義但字面表達不同（即中醫同義症狀）這一事實的阻礙。該問題可以通過利用自然語言處理算法構建高質量的中醫症狀歸一化模型，將中醫同義症狀歸一化為統一的文字表達來解決。方法。為了找到高質量的模型，構建了四種基於自然語言處理的中醫症狀歸一化模型：（1）基於雙向長短期記憶（Bi-LSTM）神經網絡的文本序列生成模型，編碼器-解碼器結構； (2)基於Bi-LSTM神經網絡和sigmoid函數的文本分類模型； （3）基於Transformer雙向編碼器表示（BERT）的文本序列生成模型，採用統一語言模型（BERT-UniLM）的序列到序列訓練方法； (4)基於BERT和sigmoid函數的文本分類模型(BERT-Classification)。使用四個指標來比較模型的性能：準確度、召回率、精確度和 F1 分數。結果。 BERT-Classification 模型在四個指標方面均優於基於 Bi-LSTM 和 BERT-UniLM 的模型。結論。 BERT分類模型在中醫同義症狀表達標準化方面具有優越的性能。","","C:\Users\BlackCat\Zotero\storage\7976LXES\Zhou 等。 - 2021 - Natural Language Processing Algorithms for Normali.pdf","","","","Mediani Ahmed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YXKRV4NZ","thesis","2014","陳玟伶; 林迺衛; Nai-Wei Lin","奠定於知識本體的中醫症狀詞庫系統","","","","","https://hdl.handle.net/11296/794vud","中醫在長時間的歷史中，發展出「辨證論治」的特殊診治方式。透過四診─望、聞、問、切的方法診察病情，依據四診獲得的疾病資訊進行分析及判斷，即辨證；最後由辨證的資訊，確立治療方式，即為「論治」。 由於中醫辨證體系的龐雜，我們計畫運用計算機龐大的記憶能力及迅速的分析能力，研製一個中醫自動辨證系統，提供研究中醫辨證體系的平台。然而在中醫發展的過程中，因為時代背景、氣候、派別、習慣等因素，使得在古籍及文獻中充滿不同的症狀字詞及描述。沒有標準化的症狀字詞導致系統在辨證上難以作精確的判斷與區分。 因此我們先研製一個中醫症狀字詞庫，以解決中醫症狀字詞的標準化，未來可進一步作為中醫自動辨證系統的基礎建設。我們透過建立中醫症狀知識本體，來定義標準症狀，並建立症狀、症狀物件與症狀屬性之間的關係，使得標準症狀滿足一詞一義的標準。不過，一個中醫症狀字詞庫必須經過長期的使用與修訂，才會漸趨正確與完整。這個中醫症狀知識本體的建立，也能夠提供其他中醫資訊系統運用中醫症狀字詞做更有系統地分析、推論與管理。","2014","2022-09-19 00:36:32","2022-09-19 00:40:04","","","66","","","","","","","","","","國立中正大學","嘉義縣","","","","","","","","Publication Title: 資訊工程研究所 Volume: 碩士","","C:\Users\BlackCat\Zotero\storage\Q39K3DR4\奠定於知識本體的中醫症狀詞庫系統.pdf","","","","","","","林迺衛; Nai-Wei Lin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8YZZ8X6D","thesis","2019","張朝翔; 林迺衛; Nai-Wei Lin","測試物件初始化程序的自動產生","","","","","https://hdl.handle.net/11296/qaurua","軟體測試的測試案例包含測試輸入物件及預期輸出物件。這些測試輸入物件在執行測試前必須先初始化到適當的狀態。一個測試物件的初始化序列是一串創建及擴充測試物件的函式呼叫。本論文將測試物件的初始化序列產生問題定義成一個限制滿足問題。測試物件初始化序列的限制集合是從狀態圖規格及物件限制語言規格推導出來的，這個限制集合接著再轉成限制邏輯程式求解。換句話說，本論文將不可執行的狀態圖規格及物件限制語言規格自動轉成可執行的限制邏輯程式規格。給予一串初始化序列，這個可執行的規格可以模擬狀態圖，推導出這串初始化序列導致的物件目的狀態。根據限制邏輯程式的一致化機制，反過來，給予一個物件的目的狀態，這個可執行的規格也可以模擬狀態圖，推導出導致這個目的狀態的一串初始化序列。 關鍵字: 軟體測試;測試物件初始化程序;限制滿足問題;限制邏輯程式;狀態圖;物件限制語言","2019","2022-09-13 06:21:10","2023-11-23 09:24:03","","","124","","","","","","","","","","國立中正大學","嘉義縣","","","","","","","","Publication Title: 資訊工程研究所 Volume: 碩士","","","","實驗室","","","","","林迺衛; Nai-Wei Lin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H9M9D62J","thesis","2015","陳南宏; 林迺衛; Nai-Wei Lin","中醫症狀知識本體的建構","","","","","https://hdl.handle.net/11296/8k2x3h","中醫是世界古老醫學之一，幾千年來，積累了相當多的臨床經驗與文獻，形成了獨特的診療體系。知識本體為某一特定領域的模型，利於該領域知識的擷取及推論。一個知識本體包含該領域術語的定義，及術語之間的關係。藉由知識本體，資訊系統可以分享領域知識，並從事有系統的領域知識推論。因此，中醫知識本體的建構是中醫資訊化的基礎建設。 中醫症狀知識本體是中醫知識本體最基礎的一部分。中醫症狀知識本體的核心工作是收集及定義中醫症狀術語，這是一個非常浩大的工程，屬於中醫專業領域的重要工作。與此同時，中醫症狀知識本體的建構有賴於資訊專業領域的協助。因此，本論文是跨中醫及資訊專業領域的研究成果。在本論文建構的中醫症狀知識本體中，一個症狀可由兩個症狀核心屬性：症狀物件與症狀屬性，及兩個症狀附屬屬性：症狀程度與症狀期間所組成。 中醫症狀知識本體有許多應用。本論文利用中醫症狀知識本體建構一個中醫症狀詞庫，從事中醫症狀的標準化。一般中醫文獻中的症狀描述存在許多一義多詞或一詞多義的情況，中醫症狀知識本體中的症狀術語皆為一詞一義。透過中醫症狀知識本體，中醫症狀詞庫可以將多個一義多詞的同義症狀都對應到同一個一詞一義的症狀術語，也可以將一個一詞多義的症狀拆解成多個一詞一義的症狀術語。本論文也利用中醫症狀知識本體建構一個中醫辨證系統的雛型，從事中醫辨證的自動化。中醫症狀標準化是中醫辨證自動化的基礎，利於從事精確量化的中醫辨證。中醫症狀知識本體的建構必須經過長期的演化，才會漸趨正確與完整。希望本研究可以啟動一個正確與完整的中醫症狀知識本體的建構。","2015","2022-09-19 00:36:32","2022-09-19 00:40:00","","","128","","","","","","","","","","國立中正大學","嘉義縣","","","","","","","","Publication Title: 資訊工程研究所 Volume: 碩士","","C:\Users\BlackCat\Zotero\storage\2D57BMCS\陳南宏 - 2015 - 中醫症狀知識本體的建構.pdf","","","","","","","林迺衛; Nai-Wei Lin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
